# q_A^-1 I sigma_shared_background
1.210000000000000187e+00 2.996329537589552568e-03 2.226794791571456208e-03
1.240000000000000213e+00 2.732932781119544463e-03 2.401539399009424737e-03
1.270000000000000240e+00 2.008860729052719136e-03 2.613563024873666665e-03
1.300000000000000266e+00 3.145012819388842348e-03 2.859166179189813386e-03
1.330000000000000293e+00 3.534619608794606436e-03 3.219488588142303473e-03
1.360000000000000320e+00 3.903673392455093462e-03 3.612427347629463929e-03
1.390000000000000346e+00 3.145803349735117570e-03 4.668920692531951938e-03
1.420000000000000373e+00 4.224268297842830033e-03 4.931915358907805642e-03
1.450000000000000400e+00 4.898429911146836083e-03 5.067288817591982485e-03
1.480000000000000426e+00 5.576283703040979187e-03 5.561652827687332129e-03
1.510000000000000453e+00 3.509929670806915831e-03 6.196097012109410065e-03
1.540000000000000480e+00 5.573426225631778266e-03 6.963286040886014147e-03
1.570000000000000506e+00 4.751798273639349680e-03 7.831589953612614133e-03
1.600000000000000533e+00 4.547183731485974004e-03 8.758403373604938327e-03
1.630000000000000560e+00 3.574696038891811683e-03 9.815017268103558984e-03
1.660000000000000586e+00 5.614791589982679083e-03 1.096824379912958447e-02
1.690000000000000613e+00 5.135721903729690251e-03 1.210938220297236474e-02
1.720000000000000639e+00 2.214652015220685503e-03 1.329870949809089029e-02
1.750000000000000666e+00 2.204341897559318388e-03 1.465780922122449093e-02
1.780000000000000693e+00 3.477344063816952859e-03 1.694235618486595457e-02
1.810000000000000719e+00 4.792115767850084300e-03 1.904754973474691998e-02
1.840000000000000746e+00 3.028004512179185721e-03 2.021235947828255511e-02
1.870000000000000773e+00 1.990233531771358824e-03 2.076732569302488715e-02
1.900000000000000799e+00 8.421060907557811632e-04 2.159028120878369456e-02
1.930000000000000826e+00 -1.234943526146902153e-03 2.232346500789143817e-02
1.960000000000000853e+00 1.638273284873624242e-03 2.295401270052768034e-02
1.990000000000000879e+00 1.870081579189543982e-03 3.224244533207332869e-02
2.020000000000000906e+00 7.819213061263681616e-04 2.409162810703210228e-02
