# q_A^-1 I sigma_shared_background
2.800000000000001599e+00 -1.249465283831983908e-03 6.490205432574578347e-03
2.830000000000001847e+00 -3.477828876774208006e-03 7.651845434671405641e-03
2.860000000000001652e+00 -2.900027837405428320e-03 6.059361065764367997e-03
2.890000000000001457e+00 -2.412585191336685721e-03 5.827528298585437846e-03
2.920000000000001705e+00 -1.666150668715304841e-03 5.572536558075741331e-03
2.950000000000001954e+00 -2.501849606364346754e-03 5.317477126269737862e-03
2.980000000000001759e+00 -2.911609260089042649e-03 5.062448939069656012e-03
3.010000000000001563e+00 -3.124629623826713672e-03 4.817662066737061523e-03
3.040000000000001812e+00 -1.891498695246651186e-03 4.695688569833321099e-03
3.070000000000002061e+00 -2.172411199176720650e-03 4.375725221794276969e-03
3.100000000000001865e+00 -2.429193681258615557e-03 4.141825209924065131e-03
3.130000000000001670e+00 -1.386181617323724692e-03 3.819634701131242177e-03
3.160000000000001918e+00 -5.497582317854583030e-05 3.923950692544310795e-03
3.190000000000002167e+00 7.888782596242403106e-04 3.959999409096863661e-03
